MONTH_ID,PROV_ID,AREA_ID,USER_ID,SERVICE_TYPE,PAY_MODE,PRODUCT_ID,PRODUCT_MODE,CHNL_ID,USER_STATUS,CUST_ID,IS_GRP_MBR,IS_INNET,IS_THIS_ACCT,IS_FREE,STOP_MONTH,LAST_STOP_DATE,INNET_MONTHS,FLUXMOST1MON_IMEI,USE_TERM_TYPE,IS_TERM_IPHONE,IS_USE_SMART,USER_3WU,IS_ACTIVE,IS_LOWER_VALUE_USER,USE_STATUS_INNET,TOTAL_FLUX,LOCAL_FLUX,LOCAL_FLUX_ZB,JF_TIMES,NOROAM_LOCAL_JF_TIMES,NOROAM_LONG_JF_TIMES,ROAM_ZB,ZHUJIAO_ZB,CDR_NUM,TOLL_NUMS_ZB,VIP_LEVEL,ACCT_FEE,ROAM_VOICE_FEE,ZENGZHI_FEE,OWE_FEE,OVERDUE_OWE_FEE,P2P_SMS_CNT,FLUX_NUM,FLUX_TIME,YQ_OWE_MONTHS,STDEV_CDR_NUM,VAR_CDR_NUM,CALL_DAYS,LAST_CALL_TIME,CALL_DURA_LAST7_CN,OTHER_MOBILE_RING,CELLID_NUM,CALLING_YIWANG,NET_TYPE,MANU_NAME,LOST_FLAG,STABLE_FLAG
201508,079,V0542400,200085965,200101AA,05,10090,010999,79a0094,11,500066614,0,1,1,0,0,0,73,0,2G,0,0,0,1,0,7,1.138671875,1.138671875,1,1026,951,54,.0175438596491228070175438596491228070175,.5136452241715399610136452241715399610136,293,.0682593856655290102389078498293515358362,0,103.67,12,0,0,0,12,3,54.9833333333333,0,5.077291,.519859,30,-1,1.04022010071187926067998477109956971173,42,16,151,0,0,1,1
201508,079,V0540100,200087976,200101AA,02,2934,010305,79a0080,11,500067584,0,1,1,0,0,0,73,0,2G,0,0,0,1,0,1,0,0,0,153,119,34,0,.5294117647058823529411764705882352941176,78,.1923076923076923076923076923076923076923,0,25.88,0,3,0,0,0,0,0,0,2.621211,.705711,21,1,.2555785962223324167155028625524049948157,20,27,29,0,0,1,1
201508,079,V0540100,200098317,200101AA,01,2125,010199,79b00z0,11,500801462,1,1,1,0,0,0,72,86437502052578,3G,0,1,0,1,0,5,12.2063121795654,12.2063121795654,1,2,2,0,0,0,2,0,0,156.92,0,0,1496.11,1339.19,0,448,22736.0666666667,31,0,0,2,19,0,0,2,0,1,小米                                        ,1,0
201508,079,V0542400,200113622,200101AA,05,4278,010303,79a0094,11,500082003,0,1,1,0,0,0,70,0,4G,1,1,0,1,0,4,0,0,0,120,112,8,0,.5,87,.0804597701149425287356321839080459770115,0,21.8,0,0,0,0,32,0,0,0,1.888838,.521059,24,0,.6153489271215928861395708486371544558277,32,26,38,0,0,1,1
201508,079,V0540100,200117905,200101AA,02,2934,010305,79a0319,11,500084602,0,1,1,0,0,0,69,0,3G,0,1,0,1,0,1,0,0,0,430,367,46,.002325581395348837209302325581395348837209,.3209302325581395348837209302325581395349,232,.1120689655172413793103448275862068965517,0,38.01,7,0,0,0,0,0,0,0,4.968869,.621109,29,-1,1.77426451954753841546294376483055728339,21,49,78,0,0,1,1
201508,079,V0542300,200119531,200101AA,02,2080,010199,79a0273,11,500391925,0,1,1,0,0,0,69,0,3G,0,1,0,1,0,1,0,0,0,834,731,103,0,.5071942446043165467625899280575539568345,441,.0975056689342403628117913832199546485261,0,89.82,0,0,0,0,0,0,0,0,6.105046,.429153,31,-1,.7731551761767344860198365545505250139436,27,45,174,0,0,1,1
201508,079,V0542600,200128082,200101AA,02,2952,010199,79a0043,11,500091690,1,1,1,0,0,0,67,35179406483507,3G,0,1,0,1,0,7,201.671548843384,201.671548843384,1,589,460,129,0,.6876061120543293718166383701188455008489,215,.1348837209302325581395348837209302325581,0,120,0,0,0,0,3,311,8036.36666666667,0,4.865517,.70154,31,-1,.8343560187312904467934465325996497198997,35,13,113,1,三星                                      ,1,1
201508,079,V0542600,200128123,200101AA,05,10085,010999,79a0042,11,500155126,1,1,1,0,0,0,67,0,4G,0,1,0,1,0,7,278.404296875,278.1015625,.9989126088268101555320149007667861627719,1560,780,780,0,.7057692307692307692307692307692307692308,352,.3352272727272727272727272727272727272727,0,123.17,0,0,0,0,30,531,34652.1666666667,0,5.270419,.464156,31,-1,1.5349219892735251097025841053144807411,25,24,190,0,0,1,1
201508,079,V0540100,200128224,200101AA,05,4337,010302,79a0307,11,500091794,0,1,1,0,0,0,67,0,2G,0,0,0,1,0,4,0,0,0,1002,707,276,.001996007984031936127744510978043912175649,.3552894211576846307385229540918163672655,303,.2079207920792079207920792079207920792079,0,54,.3,0,0,0,2,0,0,0,3.899625,.398972,31,-1,1.11183041044281128120771536971690854581,21,40,97,0,0,1,1
201508,079,V0542300,200235639,200101AA,05,10090,010999,79a0130,11,500426673,0,1,1,0,0,0,66,0,3G,0,1,0,1,0,4,0,0,0,970,963,7,0,.6711340206185567010309278350515463917526,547,.003656307129798903107861060329067641681901,0,88.36,0,0,0,0,4,0,0,0,8.686468,.492286,31,-1,1.18932631961175910614305832936685133298,54,9,334,0,0,1,1
201508,079,V0540100,200237334,200101AA,02,2934,010305,79a0319,11,8221412,0,1,1,0,0,0,66,86934501000683,2G,0,0,0,1,0,5,1.85629749298096,0,0,44,0,0,.25,.25,20,0,0,46.52,19.8,0,0,0,0,197,7283.98333333333,0,.715819,.3937,11,1,1.29089984748347737671581087951194712761,5,2,5,0,易默                                             ,1,1
201508,079,V0542300,200256112,200101AA,05,4338,010302,79a0273,11,500198803,0,1,1,0,0,0,66,0,4G,0,1,0,1,0,7,.2646484375,.2646484375,1,2725,2641,84,0,.5875229357798165137614678899082568807339,846,.0744680851063829787234042553191489361702,0,177.73,0,0,0,0,10,1,.0166666666666667,0,8.868915,.324984,31,-1,.8540599795793989378121463001511757675534,44,36,316,0,0,1,1
201508,079,V0542200,200278860,200101AA,02,2550,010199,79a0073,11,500102936,1,1,1,0,0,0,65,35193603228509,3G,0,0,0,1,0,5,1.40125274658203,1.40125274658203,1,158,156,2,0,.6455696202531645569620253164556962025316,126,.0158730158730158730158730158730158730159,0,120,0,0,72.35,0,0,42,107.283333333333,0,6.12669,.826617,17,-1,2.01937632455343627005752346351801392674,32,5,82,0,诺基亚                                        ,1,1
201508,079,V0540100,200294720,200101AA,05,10072,010399,79a0076,11,500254695,0,1,1,0,0,0,64,0,3G,0,1,0,1,0,7,.4033203125,.4033203125,1,333,175,158,0,.8558558558558558558558558558558558558559,82,.1951219512195121951219512195121951219512,0,60.98,0,0,0,0,11,8,1.23333333333333,0,4.168475,1.169206,23,-1,3.05166538419259096405408376387820160493,16,18,56,0,0,1,1
201508,079,V0540100,200296094,200101AA,05,4278,010303,79a0076,11,500252031,0,1,1,0,0,0,62,0,2G,0,0,0,1,0,7,.0615234375,.0615234375,1,228,223,5,0,.2061403508771929824561403508771929824561,62,.0483870967741935483870967741935483870968,0,15.78,0,0,0,0,31,4,.0666666666666667,0,1.791536,.722393,25,-1,.2115254063608766379321386942654762972175,13,10,21,0,0,1,1
201508,079,V0540100,200299450,200101AA,05,10072,010399,79a0319,11,500109463,0,1,1,0,0,0,64,0,4G,1,1,0,1,0,4,0,0,0,1140,959,181,0,.5991228070175438596491228070175438596491,630,.0634920634920634920634920634920634920635,0,115.05,0,0,0,0,11,0,0,0,7.743414,.381025,31,-1,.9804595819005512799519676873533104088202,61,33,306,0,0,1,1
201508,079,V0540100,200315136,200101AA,05,71006074,010999,79a0088,11,500224758,0,1,1,0,0,0,63,0,3G,0,0,0,1,0,7,.1533203125,.1533203125,1,697,697,0,0,.5064562410329985652797704447632711621234,342,0,0,51,0,0,0,0,3,4,.0666666666666667,0,5.526965,.500982,31,-1,.8160055478502080443828016643550624133151,35,18,146,0,0,1,1
201508,079,V0540100,200316896,200101AA,05,10072,010399,79a0085,11,500243607,1,1,1,0,0,0,63,0,2G,0,0,0,1,0,4,0,0,0,225,36,56,.2577777777777777777777777777777777777778,.5777777777777777777777777777777777777778,74,.0945945945945945945945945945945945945946,0,91.97,5.8,0,0,0,6,0,0,0,4.316556,.816646,14,14,0,22,28,30,0,0,1,0
201508,079,V0540100,200321188,200101AA,05,4278,010303,79a0315,212,500482056,0,1,1,0,1,0,63,0,3G,0,1,0,1,0,4,0,0,0,19,10,9,0,.7368421052631578947368421052631578947368,9,.2222222222222222222222222222222222222222,0,10.2,0,0,0,0,10,0,0,0,1.16619,.647884,5,17,0,4,2,3,0,0,1,0
201508,079,V0542600,200328871,200101AA,05,10086,010999,79a0042,11,500140216,1,1,1,0,0,0,62,0,00,0,0,0,1,0,7,168.9501953125,163.7158203125,.969018236467154128493396144620097685038,1528,0,0,.4208115183246073298429319371727748691099,.4208115183246073298429319371727748691099,504,0,0,300.99,102.2,0,0,0,67,116,6462,0,8.68869,.517184,30,0,1.38347791484281734978113808197373656984,24,32,170,0,0,1,1
201508,079,V0542200,200332128,200101AA,05,10084,010999,79a0073,11,500120484,1,1,1,0,0,0,62,0,3G,0,1,0,1,0,4,0,0,0,580,45,219,.3310344827586206896551724137931034482759,.7258620689655172413793103448275862068966,352,.2869318181818181818181818181818181818182,0,100,21.2,0,0,0,30,0,0,0,21.371777,1.275021,21,-1,1.96464009009883687061884696790228936484,74,60,229,0,0,1,1
201508,079,V0542300,200375140,200101AA,05,4337,010302,79a0275,11,8132687,0,1,1,0,0,0,60,0,3G,0,1,0,1,0,7,.0498046875,.0498046875,1,301,274,7,.006644518272425249169435215946843853820598,.0697674418604651162790697674418604651163,73,.0821917808219178082191780821917808219178,0,30,1.2,0,0,0,42,2,.0333333333333333,0,3.115908,.981725,23,2,.2762404396786963372919789384680425842661,13,11,8,0,0,1,1
201508,079,V0540100,200399711,200101AA,05,10072,010399,79a0315,11,500660207,0,1,1,0,0,0,58,0,3G,0,1,0,1,0,7,1.2373046875,1.2099609375,.9779005524861878453038674033149171270718,477,383,94,0,.3459119496855345911949685534591194968553,243,.1604938271604938271604938271604938271605,0,51,0,0,0,0,8,205,18.3166666666667,0,3.877951,.494718,31,-1,.9636518875404037323900713545160700128072,22,15,88,0,0,1,1
201508,079,V0540100,200415214,200101AA,05,10072,010399,79a0085,11,500245726,0,1,1,0,0,0,57,0,4G,0,1,0,1,0,7,3.42578125,3.42578125,1,990,981,9,0,.5383838383838383838383838383838383838384,582,.006872852233676975945017182130584192439863,0,120.41,0,0,0,0,9,29,1309.76666666667,0,7.950288,.423469,31,-1,2.16773075736358673723684522820591935063,41,52,261,0,0,1,1
201508,079,V0542600,200466742,200101AA,05,4337,010302,79a0042,11,500270195,0,1,1,0,0,0,52,0,2G,0,0,0,1,0,4,0,0,0,323,323,0,0,.430340557275541795665634674922600619195,188,0,0,30,0,0,0,0,2,0,0,0,5.007723,.772468,29,-1,.6690461318818595520656732399393236370128,37,18,77,0,0,1,1
201508,079,V0540100,200485300,200101AA,05,10072,010399,79a0076,11,500286073,0,1,1,0,0,0,54,0,2G,0,0,0,1,0,7,2.3916015625,2.22265625,.9293589220089832584728460596161698652511,355,346,9,0,.1859154929577464788732394366197183098592,148,.0337837837837837837837837837837837837838,0,51,0,0,0,0,6,41,8406.81666666667,0,3.40553,.598269,26,-1,.9683429550283089175871236137529059743495,39,10,46,0,0,1,1
201508,079,V0540100,200498258,200101AA,01,4110,010199,79b00z0,11,500439977,1,1,1,0,0,0,54,0,2G,0,0,0,1,0,1,0,0,0,143,135,8,0,.6573426573426573426573426573426573426573,109,.0550458715596330275229357798165137614679,0,17.35,0,0,37.4,20.05,0,0,0,5,3.181306,.904775,31,-1,1.65095003518648838845883180858550316678,13,2,33,0,0,1,1
201508,079,V0542400,200533754,200101AA,02,8000152,010399,79a0094,11,500178264,1,1,1,0,0,0,53,86664102592971,4G,0,0,0,1,0,7,.278814315795898,.278814315795898,1,341,340,1,0,.5395894428152492668621700879765395894428,211,.004739336492890995260663507109004739336493,0,55.63,0,0,108.55,0,32,2,.316666666666667,0,4.693849,.667372,30,-1,.9119054514362941817329306469184835822542,13,6,109,2,小米                                        ,1,1
201508,079,V0540100,200548482,200101AA,05,71006073,010999,79a0089,11,500216782,0,1,1,0,0,0,52,0,2G,0,0,0,1,0,4,0,0,0,130,130,0,0,.3615384615384615384615384615384615384615,80,0,0,42,0,0,0,0,4,0,0,0,1.356553,.44088,26,-1,1.21330672490398373371488816928985616387,11,6,39,0,0,1,1
201508,079,V0542200,200562741,200101AA,05,4337,010302,79a0068,11,500077322,1,1,1,0,0,0,52,0,4G,0,1,0,1,0,7,.0830078125,.0830078125,1,177,134,29,.0225988700564971751412429378531073446328,.2090395480225988700564971751412429378531,67,.0895522388059701492537313432835820895522,0,31,0,0,0,0,5,1,20.0166666666667,0,1.548525,.60092,26,-1,.9212374831863697504109998505455088925421,37,36,10,0,0,1,1
201508,079,V0540100,200579473,200101AA,05,71006070,010999,79a0311,11,500168707,0,1,1,0,0,0,51,0,3G,0,0,0,1,0,4,0,0,0,946,676,270,0,.4852008456659619450317124735729386892178,356,.1629213483146067415730337078651685393258,0,103.95,0,0,0,0,4,0,0,0,5.965084,.502676,30,-1,1.08725321512933422763990551456650433058,30,21,149,0,0,1,1
201508,079,V0542300,200581812,200101AA,05,10090,010999,79a0121,11,500249526,0,1,1,0,0,0,51,0,3G,0,1,0,1,0,7,.1220703125,.1220703125,1,975,930,45,0,.4297435897435897435897435897435897435897,566,.0530035335689045936395759717314487632509,0,61.43,0,0,0,0,5,2,80.0166666666667,0,7.308712,.4003,31,-1,2.01805961104071401024736929094815712633,33,19,200,0,0,1,1
201508,079,V0540100,200583339,200101AA,02,8000119,010399,79a0205,11,500188849,0,1,1,0,0,0,51,35351504005091,3G,0,0,0,1,0,5,.31932544708252,.31932544708252,1,361,248,113,0,.9141274238227146814404432132963988919668,341,.3020527859237536656891495601173020527859,0,68.9,0,0,0,0,0,173,99.5166666666667,0,17.472056,.563615,11,9,0,304,3,284,1,中兴                                      ,1,0
201508,079,V0540100,200593491,200101AA,05,10072,010399,79a0088,11,500279744,0,1,1,0,0,0,51,0,2G,0,0,0,1,0,4,0,0,0,1393,1391,2,0,.4149318018664752333094041636755204594401,997,.002006018054162487462387161484453360080241,0,86.57,0,0,0,0,4,0,0,0,8.695927,.270385,31,-1,1.29577331350636618650805092949206440744,68,3,363,0,0,1,1
201508,079,V0540100,200601770,200101AA,02,8000163,010299,79a0205,11,20032315,0,1,1,0,0,0,51,0,3G,0,1,0,1,0,1,0,0,0,90,33,57,0,.8333333333333333333333333333333333333333,29,.2413793103448275862068965517241379310345,0,14.92,0,0,0,0,0,0,0,0,.678142,.420916,18,-1,1.85211621594450588117020207097617372072,9,12,18,0,0,1,1
201508,079,V0540100,200605529,200101AA,05,71006073,010999,79a0089,11,500214144,0,1,1,0,0,0,49,0,4G,0,1,0,1,0,7,.0244140625,.0244140625,1,415,415,0,0,.5108433734939759036144578313253012048193,331,0,0,47.3,0,0,0,0,7,2,139.983333333333,0,8.437195,.79019,31,-1,.5496782819420071864293473719395002924706,53,21,125,0,0,1,1
201508,079,V0542100,200626749,200101AA,05,4098,010399,79b01p6,11,500262680,0,1,1,0,0,0,47,0,3G,1,1,0,1,0,7,13.220703125,13.220703125,1,511,438,73,0,.5694716242661448140900195694716242661448,222,.1126126126126126126126126126126126126126,0,50,0,0,0,0,3,5,5013.11666666667,0,5.363845,.579875,24,-1,1.03706479313036690085870413739266198283,34,8,112,0,0,1,1
201508,079,V0542400,200628818,200101AA,05,4278,010303,79a0094,11,500201585,0,1,1,0,0,0,50,0,2G,0,0,0,1,0,4,0,0,0,150,146,4,0,.0266666666666666666666666666666666666667,116,.017241379310344827586206896551724137931,0,17.6,0,0,0,0,32,0,0,0,2.299618,.614553,31,-1,1.55861936720997123681687440076701821668,56,44,2,0,0,1,1
201508,079,V0540100,200638822,200101AA,05,10072,010399,79a0076,11,500280222,0,1,1,0,0,0,49,0,3G,1,1,0,1,0,4,0,0,0,197,197,0,0,.360406091370558375634517766497461928934,62,0,0,50,0,0,0,0,2,0,0,0,1.332347,.558726,26,-1,1.32120109190172884440400363967242948135,15,14,14,0,0,1,1
201508,079,V0542300,200643408,200101AA,05,4278,010303,79a0121,11,500369503,1,1,1,0,0,0,49,0,2G,0,0,0,1,0,4,0,0,0,216,216,0,0,.3518518518518518518518518518518518518519,105,0,0,16.9,0,0,0,0,32,0,0,0,1.901248,.525107,29,-1,1.33493463537564970861553000472515356749,6,7,4,0,0,1,1
201508,079,V0542500,200662118,200101AA,05,10084,010999,79b00uo,11,500397260,0,1,1,0,0,0,49,0,4G,1,1,0,1,0,7,806.306640625,801.1044921875,.9935481761213480642106053596040975803541,943,767,176,0,.452810180275715800636267232237539766702,404,.1707920792079207920792079207920792079208,0,100.26,0,0,0,0,7,413,62003.7166666667,0,5.839155,.448054,31,-1,.6401561777227218201917724446674559182104,43,45,89,0,0,1,1
201508,079,V0540100,200682342,200101AA,05,10072,010399,79a0315,11,500216501,0,1,1,0,0,0,48,0,4G,0,1,0,1,0,4,0,0,0,823,818,5,0,.3450789793438639125151883353584447144593,425,.0117647058823529411764705882352941176471,0,50,0,0,0,0,4,0,0,0,6.947701,.506773,31,-1,.5143715143715143715143715143715143715143,22,16,145,0,0,1,1
201508,079,V0540100,200695446,200101AA,05,4278,010303,79a0076,11,500156285,0,1,1,0,0,0,47,0,3G,0,1,0,1,0,7,6.6708984375,6.6708984375,1,165,162,3,0,.5636363636363636363636363636363636363636,115,.008695652173913043478260869565217391304348,0,28.05,0,0,0,0,31,27,872.883333333333,0,2.993326,.650723,25,-1,.727510702696806915169198047609958279936,21,31,60,0,0,1,1
201508,079,V0542400,200701502,200101AA,05,4278,010303,79a0101,11,500222368,0,1,1,0,0,0,47,0,2G,0,0,0,1,0,4,0,0,0,741,722,19,0,.5182186234817813765182186234817813765182,346,.0144508670520231213872832369942196531792,0,109.7,0,0,0,0,34,0,0,0,4.558556,.408426,31,-1,.8257705773323264913846365071737488844644,42,5,174,0,0,1,1
201508,079,V0542300,200710900,200101AA,05,4278,010303,79a0121,11,500225139,0,1,1,0,0,0,47,0,2G,0,0,0,1,0,4,0,0,0,165,163,2,0,.1818181818181818181818181818181818181818,91,.021978021978021978021978021978021978022,0,16.5,0,0,0,0,32,0,0,0,1.920286,.590857,28,-1,1.10591733411909672925986445581420267338,9,10,22,0,0,1,1
201508,079,V0540100,200719958,200101AA,05,4098,010399,79a0076,11,500344565,0,1,1,0,0,0,39,0,3G,0,1,0,1,0,4,0,0,0,355,270,85,0,.4901408450704225352112676056338028169014,184,.201086956521739130434782608695652173913,0,50,0,0,0,0,3,0,0,0,2.526447,.425651,31,-1,1.74882733353687307446778983596547225846,20,51,61,0,0,1,1
201508,079,V0540100,200730805,200101AA,05,4338,010302,79a0079,11,500230625,0,1,1,0,0,0,46,0,4G,1,1,0,1,0,7,.8759765625,.8759765625,1,1389,1275,114,0,.4636429085673146148308135349172066234701,778,.0321336760925449871465295629820051413882,0,89.78,0,0,0,0,2,8,45.3166666666667,0,7.194778,.286681,31,-1,1.61627147002692740059083422655616846618,94,44,174,0,0,1,1
201508,079,V0540100,200741196,200101AA,05,4098,010399,79a0076,11,500522862,0,1,1,0,0,0,30,86414701018602,3G,0,1,0,1,0,7,.5556640625,0,0,214,125,71,.0420560747663551401869158878504672897196,.7196261682242990654205607476635514018692,111,.2792792792792792792792792792792792792793,0,59,4.8,0,0,0,2,5,150.883333333333,0,7.495832,.81036,12,-1,5.65975336322869955156950672645739910312,28,34,65,0,高新奇                                       ,1,1
201508,079,V0540100,200748855,200101AA,02,8000163,010299,79b0003,11,500182235,0,1,1,0,0,0,40,0,3G,0,1,0,1,0,1,0,0,0,262,37,225,0,.9083969465648854961832061068702290076336,33,.5757575757575757575757575757575757575758,0,23.97,0,0,0,0,0,0,0,0,1.34484,.652043,16,3,.9771213654708800339868301033349577038904,8,7,18,0,0,1,1
201508,079,V0542500,200756282,200101AA,02,4112,010399,79b01x0,11,500416971,0,1,1,0,0,0,45,86670701712237,3G,0,1,0,1,0,7,444.101061820984,444.101061820984,1,982,958,24,0,.246435845213849287169042769857433808554,520,.0307692307692307692307692307692307692308,0,515.83,0,0,0,0,343,703,9686.03333333333,0,8.960407,.516947,30,-1,1.02236232447918508824673716973791249602,53,17,104,1,联想                                    ,1,1
201508,079,V0542400,200757072,200101AA,05,1581,010399,79a0098,11,500236966,0,1,1,0,0,0,45,0,3G,0,0,0,1,0,4,0,0,0,537,478,59,0,.3184357541899441340782122905027932960894,236,.0847457627118644067796610169491525423729,0,43,0,0,0,0,4,0,0,0,4.15566,.545871,31,-1,.842431359552747419003912019192668746352,30,4,68,0,0,1,1
201508,079,V0542400,200786349,200101AA,05,1583,010399,79a0264,212,500486253,0,1,1,0,1,0,44,86480500021806,2G,0,0,0,1,0,7,34.5947265625,11.5712890625,.3344812985179957657021877205363443895554,590,559,31,0,.4694915254237288135593220338983050847458,345,.0666666666666666666666666666666666666667,0,398.13,0,0,0,0,78,62,208.983333333333,0,7.312883,.487526,23,4,.0817327791850084843715416963824607136709,59,35,117,0,东方                                          ,1,1
201508,079,V0542300,200788929,200101AA,02,10029,010399,79b00u5,11,8090227,0,1,1,0,0,0,44,0,2G,0,0,0,1,0,1,0,0,0,88,62,0,.1136363636363636363636363636363636363636,.4431818181818181818181818181818181818182,63,0,0,19.59,12,0,0,0,0,0,0,0,1.932453,.736173,24,-1,.6645862228386500231160425335182616735999,11,30,13,0,0,1,1
201508,079,V0540100,200800611,200101AA,05,71006074,010999,79a0088,11,500308961,0,1,1,0,0,0,41,0,2G,0,0,0,1,0,4,0,0,0,689,689,0,0,.3962264150943396226415094339622641509434,181,0,0,47,0,0,0,0,4,0,0,0,3.538696,.606075,31,-1,1.79378727115281863572994650764308130715,16,29,42,0,0,1,1
201508,079,V0542500,200803425,200101AA,02,4112,010399,79b01x0,11,500384117,0,1,1,0,0,0,43,0,2G,0,0,0,1,0,4,0,0,0,810,774,36,0,.5086419753086419753086419753086419753086,456,.0460526315789473684210526315789473684211,0,73.7,0,0,0,0,3,0,0,0,7.926327,.521469,30,-1,1.03463370741859091486202271008484540692,63,19,207,0,0,1,1
201508,079,V0540100,200812223,200101AA,05,71006070,010999,79a0310,11,500182136,0,1,1,0,0,0,43,0,4G,0,1,0,1,0,4,0,0,0,240,239,1,0,.4208333333333333333333333333333333333333,186,.005376344086021505376344086021505376344086,0,65.17,0,0,0,0,5,0,0,0,4.860234,.757778,29,0,.3474281221922731356693620844564240790646,19,33,58,0,0,1,1
