"MONTH_ID","PROV_ID","AREA_ID","SERVICE_TYPE","USER_ID","ONEIN3MON_TERM_TYPE","ONEIN3MON_IS_SMART","ONEIN3MON_IS_IPHONE","LASTIN3MON_IPHONE_VERSION","ONEIN3MON_OTHER_DET","ONEIN1MON_TERM_TYPE","ONEIN1MON_IS_SMART","ONEIN1MON_IS_IPHONE","LASTIN1MON_IPHONE_VERSION","ONEIN1MON_OTHER_DET","FLUXMOST1MON_IMEI","FLUXMOST1MON_MANU_ID","FLUXMOST1MON_MODEL_ID","FLUXMOST1MON_TERM_TYPE","FLUXMOST1MON_IS_SMART","FLUXMOST1MON_OTHER_DET","FLUXMOST1MON_OS_TYPE","USEMOST1MON_IMEI","USEMOST1MON_MANU_ID","USEMOST1MON_MODEL_ID","USEMOST1MON_TERM_TYPE","USEMOST1MON_IS_SMART","USEMOST1MON_OTHER_DET","USEMOST1MON_OS_TYPE","TM_LAST_IMEI","TM_LAST_MANU_ID","TM_LAST_MODEL_ID","TM_LAST_TERM_TYPE","TM_LAST_IS_SMART","TM_LAST_OTHER_DET","TM_LAST_OS_TYPE","USEMOST3MON_IMEI","USEMOST3MON_MANU_ID","USEMOST3MON_MODEL_ID","USEMOST3MON_TERM_TYPE","USEMOST3MON_IS_SMART","USEMOST3MON_OTHER_DET","USEMOST3MON_OS_TYPE","IS_RECOGNIZABLE_TERM","ONEIN1MON_TERM_TYPE_4G","ONEIN3MON_IMEI_4G","ONEIN3MON_IMEI_3G","ONEIN1MON_IMEI_4G","ONEIN1MON_IMEI_3G","ONEIN3MON_IMEI_2G","ONEIN1MON_IMEI_2G"
"201508","079","V0540100","30AAAAAA","1058954","4G","1","0","","","3G","1","0","","","86547902187942","273","85537","4G","1","","Android 4.4","35435205110734","185","66085","3G","1","","Android 2.3","86103100025320","1757","67489","2G","0","","","86547902187942","273","85537","4G","1","","Android 4.4","1","4G","86547902187942","35435205110734","86547902187942","35435205110734","86103100025320","86103100025320"
"201508","079","V0540100","30AAAAAA","1059028","3G","1","0","","","3G","1","0","","","86349302906262","99","88507","3G","1","","Android 4.2","85861100031199","","","00","0","3","","85861100031199","","","00","0","3","","85861100031199","","","00","0","3","","1","3G","","86349302906262","","86349302906262","86226001126675",""
"201508","079","V0540100","30AAAAAA","1059032","3G","1","0","","","00","0","0","","3","86724402301979","","","00","0","3","","86724402301979","","","00","0","3","","86724402301979","","","00","0","3","","86724402301979","","","00","0","3","","1","00","","35381305017669","","","",""
"201508","079","V0540100","30AAAAAA","1059081","4G","1","0","","","3G","1","0","","","35709506820112","185","92215","4G","1","","Android 4.4","35709506820112","185","92215","4G","1","","Android 4.4","35709506820112","185","92215","4G","1","","Android 4.4","35709506820112","185","92215","4G","1","","Android 4.4","1","4G","35709506820112","86398902815866","35709506820112","","",""
"201508","079","V0540100","30AAAAAA","1059086","3G","0","0","","","00","0","0","","3","","","","00","0","1","","86724402757049","","","00","0","3","","86724402757049","","","00","0","3","","86726501003969","1514","86580","2G","0","","","1","00","","35482802183608","","","86726501003969",""
"201508","079","V0540100","30AAAAAA","1059133","4G","1","1","iPhone 4S","","3G","1","1","iPhone 4S","","01302500436394","264","66060","3G","1","","iOS","01302500436394","264","66060","3G","1","","iOS","86520602335259","99","97142","4G","1","","Android 4.4","01302500436394","264","66060","3G","1","","iOS","1","4G","86520602335259","01302500436394","86520602335259","01302500436394","",""
"201508","079","V0540100","30AAAAAA","1059361","3G","1","0","","","3G","1","0","","","35651705574302","185","79285","3G","1","","Android 4.1","35651705574302","185","79285","3G","1","","Android 4.1","35651705574302","185","79285","3G","1","","Android 4.1","35651705574302","185","79285","3G","1","","Android 4.1","1","3G","","35651705574302","","35651705574302","",""
"201508","079","V0540100","30AAAAAA","1059516","3G","1","0","","","3G","1","0","","","86064602549282","294","81666","3G","1","","Android 4.2","86064602549282","294","81666","3G","1","","Android 4.2","35217106102472","185","89502","3G","1","","Android 4.3","86064602549282","294","81666","3G","1","","Android 4.2","1","3G","","86064602549282","","35217106102472","",""
"201508","079","V0540100","30AAAAAA","1059612","3G","1","0","","","3G","1","0","","","86483602081849","294","91483","3G","1","","Android 4.2","86483602081849","294","91483","3G","1","","Android 4.2","86483602081849","294","91483","3G","1","","Android 4.2","86483602081849","294","91483","3G","1","","Android 4.2","1","3G","","86483602081849","","86483602081849","",""
"201508","079","V0540100","30AAAAAA","1125638","4G","1","0","","","3G","1","0","","","35532406083493","185","92169","4G","1","","Android 4.3","35532406083493","185","92169","4G","1","","Android 4.3","35532406083493","185","92169","4G","1","","Android 4.3","35532406083493","185","92169","4G","1","","Android 4.3","1","4G","35532406083493","","35532406083493","","",""
"201508","079","V0540100","30AAAAAA","1125743","3G","1","1","iPhone 4","","3G","1","1","iPhone 4","","","","","00","0","2","","01284400795052","264","11385","3G","1","","iOS","01284400795052","264","11385","3G","1","","iOS","","","","00","0","2","","1","3G","","01284400795052","","01284400795052","86450501583817",""
"201508","079","V0540100","30AAAAAA","1126455","4G","1","1","iPhone 4","","3G","1","1","iPhone 4","","35220906258658","185","90569","4G","1","","Android","35220906258658","185","90569","4G","1","","Android","35220906258658","185","90569","4G","1","","Android","35220906258658","185","90569","4G","1","","Android","1","4G","35220906258658","01275300873465","35220906258658","01275300873465","",""
"201508","079","V0540100","200101AA","1126457","4G","1","0","","","3G","1","0","","","86620902055749","1215","99022","4G","1","","Android 4.4","86620902055749","1215","99022","4G","1","","Android 4.4","86620902055749","1215","99022","4G","1","","Android 4.4","86620902055749","1215","99022","4G","1","","Android 4.4","1","4G","86620902055749","","86620902055749","","",""
"201508","079","V0542600","30AAAAAA","200059583","4G","1","1","iPhone 6 Plus (A1524)","","3G","1","1","iPhone 6 Plus (A1524)","","","","","00","0","1","","","","","00","0","2","","86528802282104","1389","100715","3G","1","","Android,Spreadtrum","","","","00","0","2","","1","4G","35699606374770","86051102829604","35699606374770","86528802282104","",""
"201508","079","V0542600","30AAAAAA","200059584","3G","1","0","","","3G","1","0","","","","","","00","0","1","","35712805726409","185","81140","3G","1","","Android 4.3","35712805726409","185","81140","3G","1","","Android 4.3","35712805726409","185","81140","3G","1","","Android 4.3","1","3G","","35712805726409","","35712805726409","",""
"201508","079","V0542600","200101AA","200059585","4G","1","0","","","3G","1","0","","","","","","00","0","1","","","","","00","0","2","","86548902603295","128","92352","4G","1","","Android 2.3?","","","","00","0","2","","1","4G","86548902603295","","86548902603295","","35620130248739","13579024681122"
"201508","079","V0542300","30AAAAAA","200059601","4G","1","1","iPhone 5","","3G","1","1","iPhone 5","","01335300019724","264","74243","4G","1","","iOS","01335300019724","264","74243","4G","1","","iOS","01335300019724","264","74243","4G","1","","iOS","01335300019724","264","74243","4G","1","","iOS","1","4G","01335300019724","","01335300019724","","",""
"201508","079","V0542500","30AAAAAA","200059678","3G","1","0","","","3G","1","0","","","35774805753672","185","76205","3G","1","","Android 4.2","35774805753672","185","76205","3G","1","","Android 4.2","35774805753672","185","76205","3G","1","","Android 4.2","35774805753672","185","76205","3G","1","","Android 4.2","1","3G","","35774805753672","","35774805753672","",""
"201508","079","V0542300","30AAAAAA","200059735","3G","1","0","","","3G","1","0","","","","","","00","0","2","","35822504249304","86","66083","3G","1","","Android 2.3","35822504249304","86","66083","3G","1","","Android 2.3","","","","00","0","2","","1","3G","","35822504249304","","35822504249304","",""
"201508","079","V0542300","30AAAAAA","200059793","3G","1","0","","","3G","1","0","","","35557905260711","185","74472","3G","1","","Android 4.2","35557905260711","185","74472","3G","1","","Android 4.2","35557905260711","185","74472","3G","1","","Android 4.2","35557905260711","185","74472","3G","1","","Android 4.2","1","3G","","35557905260711","","35557905260711","",""
"201508","079","V0540100","30AAAAAA","1056254","4G","1","0","","","3G","1","0","","","35745804242625","99","90628","4G","1","","Android 4.4","35745804242625","99","90628","4G","1","","Android 4.4","35745804242625","99","90628","4G","1","","Android 4.4","35745804242625","99","90628","4G","1","","Android 4.4","1","4G","35745804242625","","35745804242625","","",""
"201508","079","V0540100","30AAAAAA","1056328","3G","1","0","","","3G","1","0","","","86562402897200","1654","92868","3G","1","","Android 4.3","86562402897200","1654","92868","3G","1","","Android 4.3","86562402897200","1654","92868","3G","1","","Android 4.3","86562402897200","1654","92868","3G","1","","Android 4.3","1","3G","","86562402897200","","86562402897200","",""
"201508","079","V0540100","30AAAAAA","1056423","4G","1","0","","","3G","1","0","","","86493802024637","99","90628","4G","1","","Android 4.4","86493802024637","99","90628","4G","1","","Android 4.4","86493802024637","99","90628","4G","1","","Android 4.4","86207302976363","294","85492","3G","1","","Android 4.2","1","4G","86493802024637","86207302976363","86493802024637","","86702800491882",""
"201508","079","V0540100","30AAAAAA","1056494","3G","1","0","","","3G","1","0","","","86031102801416","1654","74817","3G","1","","Android 4.1(MIUI V4)","86031102801416","1654","74817","3G","1","","Android 4.1(MIUI V4)","86031102801416","1654","74817","3G","1","","Android 4.1(MIUI V4)","86031102801416","1654","74817","3G","1","","Android 4.1(MIUI V4)","1","3G","","86031102801416","","86031102801416","",""
"201508","079","V0540100","30AAAAAA","1056734","3G","1","0","","","3G","1","0","","","86296602075106","1654","87372","3G","1","","Android 4.2","86296602075106","1654","87372","3G","1","","Android 4.2","86296602075106","1654","87372","3G","1","","Android 4.2","86296602075106","1654","87372","3G","1","","Android 4.2","1","3G","","86296602075106","","86296602075106","",""
"201508","079","V0540100","30AAAAAA","1056819","4G","1","0","","","3G","1","0","","","86593102649554","1654","92873","4G","1","","Android 4.4","86640102532572","1654","97188","4G","1","","Android","86593102649554","1654","92873","4G","1","","Android 4.4","86640102532572","1654","97188","4G","1","","Android","1","4G","86593102649554","","86593102649554","","",""
"201508","079","V0540100","30AAAAAA","1056840","4G","1","1","iPhone 4","","3G","1","1","iPhone 4","","86669702485462","99","98585","4G","1","","Android","86669702485462","99","98585","4G","1","","Android","86669702485462","99","98585","4G","1","","Android","86669702485462","99","98585","4G","1","","Android","1","4G","35220406077718","01241800731599","86669702485462","01241800731599","",""
"201508","079","V0540100","30AAAAAA","1056870","3G","1","0","","","3G","1","0","","","86464502515876","1654","87372","3G","1","","Android 4.2","86464502515876","1654","87372","3G","1","","Android 4.2","86464502515876","1654","87372","3G","1","","Android 4.2","86464502515876","1654","87372","3G","1","","Android 4.2","1","3G","","86464502515876","","86464502515876","",""
"201508","079","V0540100","30AAAAAA","1057092","2G","0","0","","","2G","0","0","","","86976800100654","988","91145","2G","0","","","86976800100654","988","91145","2G","0","","","86976800100654","988","91145","2G","0","","","86976800100654","988","91145","2G","0","","","1","2G","","","","","86976800100654","86976800100654"
"201508","079","V0540100","30AAAAAA","1057179","3G","1","0","","","3G","1","0","","","86678401009354","141","86462","3G","1","","Android 4.0","86678401009354","141","86462","3G","1","","Android 4.0","86678401009354","141","86462","3G","1","","Android 4.0","86678401009354","141","86462","3G","1","","Android 4.0","1","3G","","86678401009354","","86678401009354","",""
"201508","079","V0540100","30AAAAAA","1057510","3G","1","0","","","3G","1","0","","","","","","00","0","2","","35652605067718","1871","86869","3G","1","","Android 4.2","35652605067718","1871","86869","3G","1","","Android 4.2","","","","00","0","2","","1","3G","","35652605067718","","35652605067718","",""
"201508","079","V0540100","30AAAAAA","1057563","3G","1","0","","","3G","1","0","","","","","","00","0","1","","35557905962650","185","74472","3G","1","","Android 4.2","35557905962650","185","74472","3G","1","","Android 4.2","35557905962650","185","74472","3G","1","","Android 4.2","1","3G","","35557905962650","","35557905962650","",""
"201508","079","V0540100","30AAAAAA","1057568","3G","1","0","","","3G","1","0","","","86568702239939","1654","92875","3G","1","","Android 4.3","86568702239939","1654","92875","3G","1","","Android 4.3","86568702239939","1654","92875","3G","1","","Android 4.3","86568702239939","1654","92875","3G","1","","Android 4.3","1","3G","","86568702239939","","86568702239939","",""
"201508","079","V0540100","30AAAAAA","1057734","3G","1","0","","","3G","1","0","","","","","","00","0","2","","35774505553336","185","74444","3G","1","","Android 4.1","35774505553336","185","74444","3G","1","","Android 4.1","","","","00","0","2","","1","3G","","35774505553336","","35774505553336","",""
"201508","079","V0540100","30AAAAAA","1057850","3G","1","0","","","3G","1","0","","","","","","00","0","1","","35217106447178","185","89502","3G","1","","Android 4.3","35217106447178","185","89502","3G","1","","Android 4.3","35217106447178","185","89502","3G","1","","Android 4.3","1","3G","","35217106447178","","35217106447178","",""
"201508","079","V0540100","30AAAAAA","1057940","3G","1","0","","","3G","1","0","","","86141101358968","294","81696","3G","1","","Android 4.1","86141101358968","294","81696","3G","1","","Android 4.1","86054500225671","293","87813","3G","1","","Android 2.3","86141101348409","294","81696","3G","1","","Android 4.1","1","3G","","86141101348409","","86054500225671","86014701202866",""
"201508","079","V0540100","30AAAAAA","1058357","4G","1","1","iPhone 6 (A1586)","","3G","1","1","iPhone 6 (A1586)","","35929906670858","264","92232","4G","1","","iOS 8.0","35929906670858","264","92232","4G","1","","iOS 8.0","35929906670858","264","92232","4G","1","","iOS 8.0","35929906670858","264","92232","4G","1","","iOS 8.0","1","4G","35929906670858","","35929906670858","","",""
"201508","079","V0540100","30AAAAAA","1058407","3G","1","0","","","3G","1","0","","","","","","00","0","2","","35232805228567","185","73564","3G","1","","Android 2.3","35232805228567","185","73564","3G","1","","Android 2.3","","","","00","0","2","","1","3G","","35232805228567","","35232805228567","",""
"201508","079","V0540100","30AAAAAA","1058433","3G","1","1","iPhone 4","","3G","1","1","iPhone 4","","01275900559185","264","11385","3G","1","","iOS","01275900559185","264","11385","3G","1","","iOS","01275900559185","264","11385","3G","1","","iOS","01275900559185","264","11385","3G","1","","iOS","1","3G","","01275900559185","","01275900559185","",""
"201508","079","V0540100","30AAAAAA","1058467","4G","1","1","iPhone 5","","3G","1","1","iPhone 5","","","","","00","0","2","","01347400571014","264","74243","4G","1","","iOS","01347400571014","264","74243","4G","1","","iOS","","","","00","0","2","","1","4G","01347400571014","","01347400571014","","",""
"201508","079","V0540100","30AAAAAA","1058503","3G","1","1","iPhone 4","","3G","1","1","iPhone 4","","01367700437447","264","11385","3G","1","","iOS","01367700437447","264","11385","3G","1","","iOS","01367700437447","264","11385","3G","1","","iOS","01367700437447","264","11385","3G","1","","iOS","1","3G","","01367700437447","","01367700437447","",""
"201508","079","V0540100","30AAAAAA","1058511","3G","1","0","","","00","0","0","","3","35927006397348","","","00","0","3","","35927006397348","","","00","0","3","","35927006397348","","","00","0","3","","35858505210518","185","74445","3G","1","","Android 4.1","1","00","","35858505210518","","","",""
"201508","079","V0540100","30AAAAAA","1058522","3G","1","1","iPhone 4","","3G","1","1","iPhone 4","","01275800732993","264","11385","3G","1","","iOS","01275800732993","264","11385","3G","1","","iOS","01275800732993","264","11385","3G","1","","iOS","01275800732993","264","11385","3G","1","","iOS","1","3G","","01275800732993","","01275800732993","",""
"201508","079","V0540100","30AAAAAA","1058562","4G","1","1","iPhone 4S","","3G","1","1","iPhone 4S","","35584806438992","185","92170","4G","1","","Android 4.4","35584806438992","185","92170","4G","1","","Android 4.4","35584906438992","185","92170","4G","1","","Android 4.4","35584806438992","185","92170","4G","1","","Android 4.4","1","4G","35584806438992","99000408056916","35584806438992","35536606007175","",""
"201508","079","V0540100","30AAAAAA","1058565","3G","1","0","","","3G","1","0","","","35953505281673","185","73502","3G","1","","Android 4.2","35953505281673","185","73502","3G","1","","Android 4.2","35953505281673","185","73502","3G","1","","Android 4.2","35953505281673","185","73502","3G","1","","Android 4.2","1","3G","","35953505281673","","35953505281673","",""
"201508","079","V0540100","30AAAAAA","1058670","4G","1","1","iPhone 4","","3G","1","0","","","86593102513785","1654","92873","4G","1","","Android 4.4","86593102513785","1654","92873","4G","1","","Android 4.4","86593102513785","1654","92873","4G","1","","Android 4.4","86593102513785","1654","92873","4G","1","","Android 4.4","1","4G","86593102513785","01284900385809","86593102513785","","",""
"201508","079","V0540100","30AAAAAA","1058697","3G","1","0","","","3G","1","0","","","86422501150815","1129","72626","3G","1","","Android 2.3","86422501150815","1129","72626","3G","1","","Android 2.3","86422501150815","1129","72626","3G","1","","Android 2.3","86422501150815","1129","72626","3G","1","","Android 2.3","1","3G","","86422501150815","","86422501150815","",""
"201508","079","V0540100","30AAAAAA","1127589","3G","1","0","","","3G","1","0","","","86123102014054","128","81423","3G","1","","Android 4.1","86123102014054","128","81423","3G","1","","Android 4.1","86123102014054","128","81423","3G","1","","Android 4.1","86123102014054","128","81423","3G","1","","Android 4.1","1","3G","","86123102014054","","86123102014054","",""
"201508","079","V0540100","30AAAAAA","1127590","4G","1","1","iPhone 6 Plus (A1524)","","3G","1","1","iPhone 6 Plus (A1524)","","35699806564083","264","92228","4G","1","","iOS 8.0","35699806564083","264","92228","4G","1","","iOS 8.0","35699806564083","264","92228","4G","1","","iOS 8.0","35699806564083","264","92228","4G","1","","iOS 8.0","1","4G","35699806564083","","35699806564083","","",""
"201508","079","V0540100","30AAAAAA","1128024","3G","1","1","iPhone 4S","","00","0","0","","3","","","","00","0","1","","86731602568170","","","00","0","3","","86731602568170","","","00","0","3","","86731602568170","","","00","0","3","","1","00","","01314200234073","","","",""
"201508","079","V0540100","30AAAAAA","1190553","4G","1","1","iPhone 5","","3G","1","1","iPhone 5","","01346700122983","264","74243","4G","1","","iOS","01346700122983","264","74243","4G","1","","iOS","01346700122983","264","74243","4G","1","","iOS","01346700122983","264","74243","4G","1","","iOS","1","4G","01346700122983","","01346700122983","","",""
"201508","079","V0540100","30AAAAAA","200054412","3G","1","1","iPhone 4S","","3G","1","1","iPhone 4S","","01314100447733","264","66060","3G","1","","iOS","01314100447733","264","66060","3G","1","","iOS","01314100447733","264","66060","3G","1","","iOS","01314100447733","264","66060","3G","1","","iOS","1","3G","","01314100447733","","01314100447733","",""
"201508","079","V0542600","30AAAAAA","200054501","3G","1","0","","","3G","1","0","","","86724402445397","","","00","0","3","","00440015202000","185","12267","3G","1","","Android 2.3","86724402445397","","","00","0","3","","00440015202000","185","12267","3G","1","","Android 2.3","1","3G","","00440015202000","","00440015202000","",""
"201508","079","V0540100","30AAAAAA","200054542","4G","1","0","","","3G","1","0","","","86598202812952","1654","92873","4G","1","","Android 4.4","86598202812952","1654","92873","4G","1","","Android 4.4","86598202812952","1654","92873","4G","1","","Android 4.4","86598202812952","1654","92873","4G","1","","Android 4.4","1","4G","86598202812952","","86598202812952","","",""
"201508","079","V0540100","30AAAAAA","200054596","00","0","0","","3","00","0","0","","3","35925406578478","","","00","0","3","","35925406578478","","","00","0","3","","35925406578478","","","00","0","3","","35925406578478","","","00","0","3","","1","00","","","","","",""
"201508","079","V0540100","30AAAAAA","1128702","3G","1","1","iPhone 4S","","3G","1","1","iPhone 4S","","","","","00","0","2","","01359100465107","264","66060","3G","1","","iOS","01359100465107","264","66060","3G","1","","iOS","","","","00","0","2","","1","3G","","35183505335107","","01359100465107","",""
"201508","079","V0540100","30AAAAAA","1128708","3G","1","0","","","3G","1","0","","","35917105478814","185","87369","3G","1","","Android 4.1","35917105478814","185","87369","3G","1","","Android 4.1","35917105478814","185","87369","3G","1","","Android 4.1","35917105478814","185","87369","3G","1","","Android 4.1","1","3G","","35917105478814","","35917105478814","",""
"201508","079","V0540100","30AAAAAA","1128709","00","0","0","","3","00","0","0","","3","","","","00","0","2","","86729902594674","","","00","0","3","","86729902594674","","","00","0","3","","","","","00","0","2","","1","00","","","","","",""
"201508","079","V0540100","30AAAAAA","1126850","4G","1","1","iPhone 6 (A1586)","","3G","1","1","iPhone 6 (A1586)","","35990205292088","185","88475","3G","1","","Android 4.2","35340106068172","185","76196","3G","1","","Android 4.1","35990205292088","185","88475","3G","1","","Android 4.2","35340106068172","185","76196","3G","1","","Android 4.1","1","4G","35695406135729","35340106068172","35695406135729","35990205292088","",""
"201508","079","V0540100","30AAAAAA","1127139","4G","1","1","iPhone 5","","3G","1","1","iPhone 5","","","","","00","0","2","","99000225566022","264","74243","4G","1","","iOS","99000225566022","264","74243","4G","1","","iOS","","","","00","0","2","","1","4G","99000225566022","86751601380197","99000225566022","","",""
"201508","079","V0540100","30AAAAAA","1127232","3G","1","0","","","3G","1","0","","","35695005310902","185","73567","3G","1","","Android 4.1","35695005310902","185","73567","3G","1","","Android 4.1","35695005310902","185","73567","3G","1","","Android 4.1","35695005310902","185","73567","3G","1","","Android 4.1","1","3G","","35695005310902","","35695005310902","",""
"201508","079","V0540100","30AAAAAA","1060835","3G","1","0","","","3G","1","0","","","35935705405662","185","87368","3G","1","","Android 4.3","35935705405662","185","87368","3G","1","","Android 4.3","35935705405662","185","87368","3G","1","","Android 4.3","35935705405662","185","87368","3G","1","","Android 4.3","1","3G","","35935705405662","","35935705405662","",""
"201508","079","V0540100","30AAAAAA","1060931","2G","0","0","","","2G","0","0","","","86283202209561","1740","89958","2G","0","","","86283202209561","1740","89958","2G","0","","","86283202209561","1740","89958","2G","0","","","86283202209561","1740","89958","2G","0","","","1","2G","","","","","35868800000015","86283202209561"
"201508","079","V0540100","30AAAAAA","1060933","3G","1","0","","","00","0","0","","3","35988106065235","","","00","0","3","","35988106065235","","","00","0","3","","35988106065235","","","00","0","3","","35999104522468","185","69379","3G","1","","Android 2.3","1","00","","35999104522468","","","",""
"201508","079","V0540100","30AAAAAA","1061284","3G","1","0","","","3G","1","0","","","86489502416584","1654","92875","3G","1","","Android 4.3","86489502416584","1654","92875","3G","1","","Android 4.3","86489502416584","1654","92875","3G","1","","Android 4.3","86489502416584","1654","92875","3G","1","","Android 4.3","1","3G","","86489502416584","","86489502416584","",""
"201508","079","V0540100","30AAAAAA","1061365","3G","1","0","","","3G","1","0","","","35935805117845","185","87368","3G","1","","Android 4.3","35935805117845","185","87368","3G","1","","Android 4.3","35935805117845","185","87368","3G","1","","Android 4.3","35935805117845","185","87368","3G","1","","Android 4.3","1","3G","","35935805117845","","35935805117845","",""
"201508","079","V0540100","30AAAAAA","1061573","3G","1","0","","","3G","1","0","","","35953305025588","185","76201","3G","1","","Android 4.2","35953305025588","185","76201","3G","1","","Android 4.2","35953305025588","185","76201","3G","1","","Android 4.2","35953305025588","185","76201","3G","1","","Android 4.2","1","3G","","35953305025588","","35953305025588","",""
"201508","079","V0540100","30AAAAAA","1061594","2G","0","0","","","2G","0","0","","","86233102033863","79","87789","2G","0","","","86233102033863","79","87789","2G","0","","","86233102033863","79","87789","2G","0","","","86233102033863","79","87789","2G","0","","","1","2G","","","","","86233102033863","86233102033863"
"201508","079","V0540100","30AAAAAA","1061607","3G","1","0","","","3G","1","0","","","86602201425402","128","74887","3G","1","","Android 4.2","86602201425402","128","74887","3G","1","","Android 4.2","86602201425402","128","74887","3G","1","","Android 4.2","86602201425402","128","74887","3G","1","","Android 4.2","1","3G","","86602201425402","","86602201425402","",""
"201508","079","V0540100","30AAAAAA","1061814","3G","1","0","","","3G","1","0","","","","","","00","0","1","","86304202029288","294","87174","3G","1","","Android 4.1.2","86304202029288","294","87174","3G","1","","Android 4.1.2","86304202029288","294","87174","3G","1","","Android 4.1.2","1","3G","","86304202029288","","86304202029288","",""
