"MONTH_ID","PROV_ID","AREA_ID","USER_ID","SERVICE_TYPE","PAY_MODE","ACCT_ID","PAY_METHOD","PAY_OPR_TYPE","PRODUCT_ID","PRODUCT_CLASS","CHANNEL_ID","CHANNEL_TYPE","IS_CARD","IS_THIS_DEV","PAY_CHANNEL_ID","PAY_CHANNEL_TYPE","PAY_FEE","PAY_NUM","ACCT_BALANCE_TYPE","PAY_AREA_ID"
"201510","079","V0540100","1038234","30AAAAAA","02","1071030","06","01","99005046","99005046","36","1010200","0","0","GAOYANG","**","200","2","03","V0540100"
"201510","079","V0540100","1038234","30AAAAAA","02","1071030","07","01","99005046","99005046","36","1010200","0","0","DZQD","2030300","5","1","01","V0540100"
"201510","079","V0540100","1038365","30AAAAAA","02","500122712","02","01","4020","010399","38","1010200","2","0","45","1010300","60","1","01","V0540100"
"201510","079","V0540100","1038365","30AAAAAA","02","500122712","02","01","4020","010399","38","1010200","2","0","60025","2010100","50","1","01","V0540100"
"201510","079","V0540100","1038485","30AAAAAA","02","1071311","02","01","99003579","99003579","36","1010200","0","0","58","1010300","270","2","01","V0540100"
"201510","079","V0540100","1038501","30AAAAAA","02","1071343","02","01","99003576","99003576","38","1010200","0","0","A32493","2010100","200","2","01","V0540100"
"201510","079","V0540100","1038501","30AAAAAA","02","1071343","99","01","99003576","99003576","38","1010200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1038520","30AAAAAA","02","1071362","06","01","99002143","99002143","A13802","2030300","0","0","GAOYANG","**","700","7","03","V0540100"
"201510","079","V0540100","1038547","30AAAAAA","02","1071414","02","01","99003577","99003577","36","1010200","0","0","A28455","2010100","100","1","01","V0540100"
"201510","079","V0540100","1038590","200101AA","02","501365538","02","01","2934","010305","36","1010200","0","0","A10041","2010100","50","1","01","V0540100"
"201510","079","V0540100","1038590","200101AA","02","501365538","06","01","2934","010305","36","1010200","0","0","GAOYANG","**","50","1","03","V0540100"
"201510","079","V0540100","1038777","30AAAAAA","02","1071789","02","01","99003576","99003576","39","2010100","0","0","A23553","1010400","100","1","01","V0540100"
"201510","079","V0540100","1038821","30AAAAAA","02","500041749","02","01","99002308","99002308","9","1010300","0","0","60051","1010300","370","1","01","V0540100"
"201510","079","V0540100","1038821","30AAAAAA","02","500041749","99","01","99002308","99002308","9","1010300","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1038880","30AAAAAA","02","1071956","02","01","99005046","99005046","39","2010100","0","0","60051","1010300","100","1","01","V0540100"
"201510","079","V0540100","1039059","30AAAAAA","02","501836048","10","01","99003576","99003576","38","1010200","0","0","zwzx","**","28","1","06","V0540100"
"201510","079","V0540100","1039059","30AAAAAA","02","501836048","10","01","99003576","99003576","38","1010200","0","0","zwzx","**","-28","1","08","V0540100"
"201510","079","V0540100","1039059","30AAAAAA","02","501836048","99","01","99003576","99003576","38","1010200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1039084","30AAAAAA","05","501375882","02","01","99108523","99108523","38","1010200","0","0","38","1010200","100","1","01","V0540100"
"201510","079","V0540100","1039118","30AAAAAA","02","1072318","99","01","99002138","99002138","38","1010200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1039344","30AAAAAA","02","1072713","02","01","99005046","99005046","38","1010200","0","0","59","2010100","50","1","01","V0540100"
"201510","079","V0540100","1039372","30AAAAAA","05","501215308","02","01","10072","010399","39","2010100","2","0","58","1010300","100","1","01","V0540100"
"201510","079","V0540100","1039419","30AAAAAA","02","1072841","02","01","99003579","99003579","39","2010100","0","0","38","1010200","300","1","01","V0540100"
"201510","079","V0540100","1039419","30AAAAAA","02","1072841","99","01","99003579","99003579","39","2010100","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1039448","30AAAAAA","02","1072892","02","01","99003578","99003578","70160","1030200","0","0","A43235","2010100","200","1","01","V0540100"
"201510","079","V0540100","1039448","30AAAAAA","02","1072892","99","01","99003578","99003578","70160","1030200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1039536","30AAAAAA","02","1073042","02","01","99003577","99003577","39","2010100","0","0","59","2010100","100","1","01","V0540100"
"201510","079","V0540100","1039588","30AAAAAA","02","1073131","99","01","99003578","99003578","38","1010200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1039599","30AAAAAA","02","501639310","02","01","99003577","99003577","39","2010100","0","0","38","1010200","50","1","01","V0540100"
"201510","079","V0540100","1039599","30AAAAAA","02","501639310","06","01","99003577","99003577","39","2010100","0","0","GAOYANG","**","50","1","03","V0540100"
"201510","079","V0540100","1039599","30AAAAAA","02","501639310","99","01","99003577","99003577","39","2010100","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1039600","30AAAAAA","02","1073153","02","01","99003578","99003578","39","2010100","0","0","36","1010200","200","1","01","V0540100"
"201510","079","V0540100","1039600","30AAAAAA","02","1073153","06","01","99003578","99003578","39","2010100","0","0","GAOYANG","**","50","1","03","V0540100"
"201510","079","V0540100","1039600","30AAAAAA","02","1073153","99","01","99003578","99003578","39","2010100","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1039636","30AAAAAA","01","1073210","99","01","99002309","99002309","A19633","1020200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1039809","30AAAAAA","02","1073489","99","01","99002308","99002308","A13802","2030300","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1039844","30AAAAAA","02","1073538","02","01","99003576","99003576","39","2010100","0","0","A11797","2010100","300","1","01","V0540100"
"201510","079","V0540100","1039844","30AAAAAA","02","1073538","99","01","99003576","99003576","39","2010100","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1039944","30AAAAAA","02","1073685","99","01","99003576","99003576","36","1010200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1039985","30AAAAAA","02","1235455","99","01","99002143","99002143","39","2010100","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1040046","30AAAAAA","02","1073824","02","01","99005046","99005046","38","1010200","0","0","38","1010200","200","1","01","V0540100"
"201510","079","V0540100","1040046","30AAAAAA","02","1073824","06","01","99005046","99005046","38","1010200","0","0","GAOYANG","**","150","3","03","V0540100"
"201510","079","V0540100","1040046","30AAAAAA","02","1073824","10","01","99005046","99005046","38","1010200","0","0","zwzx","**","20","1","06","V0540100"
"201510","079","V0540100","1040046","30AAAAAA","02","1073824","10","01","99005046","99005046","38","1010200","0","0","zwzx","**","-20","1","08","V0540100"
"201510","079","V0540100","1040074","30AAAAAA","02","1073872","06","01","99002139","99002139","70160","1030200","0","0","GAOYANG","**","50","1","03","V0540100"
"201510","079","V0540100","1040074","30AAAAAA","02","1073872","99","01","99002139","99002139","70160","1030200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1040149","30AAAAAA","02","1073989","02","01","99005884","99005884","A14658","1030200","0","0","A23553","1010400","200","1","01","V0540100"
"201510","079","V0540100","1040149","30AAAAAA","02","1073989","10","01","99005884","99005884","A14658","1030200","0","0","3","2030300","10","1","06","V0540100"
"201510","079","V0540100","1040564","30AAAAAA","02","1074553","99","01","99002307","99002307","38","1010200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1040771","30AAAAAA","02","1074970","99","01","99003577","99003577","38","1010200","0","0","3","2030300","10","2","01","V0540100"
"201510","079","V0540100","1040846","30AAAAAA","02","501842814","02","01","99003576","99003576","36","1010200","0","0","A11797","2010100","130","1","01","V0540100"
"201510","079","V0540100","1040868","30AAAAAA","02","1075147","10","01","99003577","99003577","9","1010300","0","0","3","2030300","10","1","06","V0540100"
"201510","079","V0540100","1040951","30AAAAAA","05","501895791","06","01","99005977","99005977","39","2010100","0","0","00","**","100","1","01","V0540100"
"201510","079","V0540100","1041170","30AAAAAA","02","1075719","99","01","99003579","99003579","38","1010200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1041401","30AAAAAA","05","501682649","02","01","4338","010302","38","1010200","2","0","3","2030300","20","2","01","V0540100"
"201510","079","V0540100","1041569","30AAAAAA","02","1076443","99","01","99003578","99003578","38","1010200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1042084","30AAAAAA","02","1077360","99","01","99003576","99003576","A13763","1020300","0","0","zwzx","**","-83.04","1","01","V0540100"
"201510","079","V0540100","1042224","30AAAAAA","02","1077593","10","01","99003576","99003576","38","1010200","0","0","3","2030300","10","1","06","V0540100"
"201510","079","V0540100","1042224","30AAAAAA","02","1077593","10","01","99003576","99003576","38","1010200","0","0","zwzx","**","45","1","06","V0540100"
"201510","079","V0540100","1042224","30AAAAAA","02","1077593","10","01","99003576","99003576","38","1010200","0","0","zwzx","**","-45","1","08","V0540100"
"201510","079","V0540100","1042438","30AAAAAA","02","501850442","99","01","99003578","99003578","36","1010200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1042799","30AAAAAA","02","1078682","10","01","99003576","99003576","70160","1030200","0","0","zwzx","**","46","1","06","V0540100"
"201510","079","V0540100","1042799","30AAAAAA","02","1078682","10","01","99003576","99003576","70160","1030200","0","0","zwzx","**","-46","1","08","V0540100"
"201510","079","V0540100","1042878","30AAAAAA","02","1078796","06","01","99003576","99003576","38","1010200","0","0","GAOYANG","**","200","2","03","V0540100"
"201510","079","V0540100","1042991","30AAAAAA","02","1079031","02","01","99003579","99003579","A13755","1020300","0","0","38","1010200","435","2","01","V0540100"
"201510","079","V0540100","1042991","30AAAAAA","02","1079031","06","01","99003579","99003579","A13755","1020300","0","0","GAOYANG","**","450","5","03","V0540100"
"201510","079","V0540100","1042991","30AAAAAA","02","1079031","10","01","99003579","99003579","A13755","1020300","0","0","3","2030300","10","1","06","V0540100"
"201510","079","V0540100","1043075","30AAAAAA","02","1079186","99","01","99003576","99003576","39","2010100","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1043131","30AAAAAA","02","1079304","02","01","99005046","99005046","9","1010300","0","0","A62493","2010100","110","2","01","V0540100"
"201510","079","V0540100","1043131","30AAAAAA","02","1079304","06","01","99005046","99005046","9","1010300","0","0","GAOYANG","**","200","4","03","V0540100"
"201510","079","V0540100","1043131","30AAAAAA","02","1079304","99","01","99005046","99005046","9","1010300","0","0","A36993","1020100","110","1","01","V0540100"
"201510","079","V0540100","1043316","30AAAAAA","02","1079647","02","01","99003576","99003576","39","2010100","0","0","A22235","2010100","100","1","01","V0540100"
"201510","079","V0540100","1043316","30AAAAAA","02","1079647","10","01","99003576","99003576","39","2010100","0","0","3","2030300","10","1","06","V0540100"
"201510","079","V0540100","1043360","30AAAAAA","02","501899320","06","01","99003577","99003577","38","1010200","0","0","GAOYANG","**","100","2","03","V0540100"
"201510","079","V0540100","1043360","30AAAAAA","02","501899320","99","01","99003577","99003577","38","1010200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1043436","30AAAAAA","05","501421277","02","01","99003821","99003821","39","2010100","0","0","A10041","2010100","110","2","01","V0540100"
"201510","079","V0540100","1043436","30AAAAAA","05","501421277","06","01","99003821","99003821","39","2010100","0","0","00","**","50","1","01","V0540100"
"201510","079","V0540100","1044375","30AAAAAA","02","1081651","06","01","99003577","99003577","39","2010100","0","0","GAOYANG","**","140","4","03","V0540100"
"201510","079","V0540100","1044375","30AAAAAA","02","1081651","10","01","99003577","99003577","39","2010100","0","0","zwzx","**","20","1","06","V0540100"
"201510","079","V0540100","1044375","30AAAAAA","02","1081651","10","01","99003577","99003577","39","2010100","0","0","zwzx","**","-20","1","08","V0540100"
"201510","079","V0540100","1044399","30AAAAAA","02","1081713","06","01","99005046","99005046","39","2010100","0","0","GAOYANG","**","250","4","03","V0540100"
"201510","079","V0540100","1044413","30AAAAAA","02","1081735","10","01","99002309","99002309","A13755","1020300","0","0","3","2030300","30","1","06","V0540100"
"201510","079","V0540100","1044541","30AAAAAA","05","500962699","06","01","4338","010302","39","2010100","2","0","00","**","200","5","01","V0540100"
"201510","079","V0540100","1044541","30AAAAAA","05","500962699","99","01","4338","010302","39","2010100","2","0","38","1010200","95","1","99","V0540100"
"201510","079","V0540100","1044929","30AAAAAA","02","1082763","06","01","99003578","99003578","38","1010200","0","0","GAOYANG","**","300","1","03","V0540100"
"201510","079","V0540100","1044986","30AAAAAA","02","1082890","02","01","99003577","99003577","A14658","1030200","0","0","39","2010100","200","1","01","V0540100"
"201510","079","V0540100","1044986","30AAAAAA","02","1082890","06","01","99003577","99003577","A14658","1030200","0","0","GAOYANG","**","50","1","03","V0540100"
"201510","079","V0540100","1044986","30AAAAAA","02","1082890","10","01","99003577","99003577","A14658","1030200","0","0","zwzx","**","20","1","06","V0540100"
"201510","079","V0540100","1044986","30AAAAAA","02","1082890","10","01","99003577","99003577","A14658","1030200","0","0","zwzx","**","-20","1","08","V0540100"
"201510","079","V0540100","1044986","30AAAAAA","02","1082890","99","01","99003577","99003577","A14658","1030200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1045008","30AAAAAA","02","1082921","06","01","99002147","99002147","36","1010200","0","0","GAOYANG","**","100","1","03","V0540100"
"201510","079","V0540100","1045264","30AAAAAA","02","1083411","02","01","99002305","99002305","36","1010200","0","0","45","1010300","200","1","01","V0540100"
"201510","079","V0540100","1045264","30AAAAAA","02","1083411","06","01","99002305","99002305","36","1010200","0","0","GAOYANG","**","50","1","03","V0540100"
"201510","079","V0540100","1045264","30AAAAAA","02","1083411","99","01","99002305","99002305","36","1010200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1045342","30AAAAAA","02","1083595","02","01","99003577","99003577","38","1010200","0","0","A30798","2010100","100","1","01","V0540100"
"201510","079","V0540100","1045342","30AAAAAA","02","1083595","02","01","99003577","99003577","38","1010200","0","0","A32015","2010100","100","1","01","V0540100"
"201510","079","V0540100","1045344","30AAAAAA","05","501244730","02","01","10072","010399","36","1010200","2","0","58","1010300","200","1","01","V0540100"
"201510","079","V0540100","1045380","30AAAAAA","02","1083660","02","01","99003577","99003577","36","1010200","0","0","A28455","2010100","100","1","01","V0540100"
"201510","079","V0540100","1045380","30AAAAAA","02","1083660","10","01","99003577","99003577","36","1010200","0","0","3","2030300","10","1","06","V0540100"
"201510","079","V0540100","1045460","30AAAAAA","02","8140270","02","01","99003576","99003576","39","2010100","0","0","60023","2010100","100","1","01","V0540100"
"201510","079","V0540100","1045551","30AAAAAA","02","1084018","10","01","99005046","99005046","39","2010100","0","0","3","2030300","10","1","06","V0540100"
"201510","079","V0540100","1045664","30AAAAAA","02","1142672","06","01","99003576","99003576","A13802","2030300","0","0","GAOYANG","**","300","3","03","V0540100"
"201510","079","V0540100","1045667","30AAAAAA","02","1182909","06","01","99003576","99003576","A13802","2030300","0","0","GAOYANG","**","230","3","03","V0540100"
"201510","079","V0540100","1045737","30AAAAAA","02","1084431","02","01","99003576","99003576","38","1010200","0","0","A43235","2010100","100","1","01","V0540100"
"201510","079","V0540100","1045847","30AAAAAA","02","1085481","02","01","99002138","99002138","39","2010100","0","0","70005","1010400","200","1","01","V0540100"
"201510","079","V0540100","1045945","30AAAAAA","02","1216006","06","01","99003578","99003578","39","2010100","0","0","GAOYANG","**","200","4","03","V0540100"
"201510","079","V0540100","1045982","30AAAAAA","05","501018791","02","01","4338","010302","9","1010300","2","0","A22235","2010100","30","1","01","V0540100"
"201510","079","V0540100","1045982","30AAAAAA","05","501018791","02","01","4338","010302","9","1010300","2","0","A28455","2010100","30","1","01","V0540100"
"201510","079","V0540100","1045982","30AAAAAA","05","501018791","06","01","4338","010302","9","1010300","2","0","00","**","50","1","01","V0540100"
"201510","079","V0540100","1046918","30AAAAAA","02","501451432","02","01","99003577","99003577","A14658","1030200","0","0","70740","2010100","100","1","01","V0540100"
"201510","079","V0540100","1046918","30AAAAAA","02","501451432","06","01","99003577","99003577","A14658","1030200","0","0","GAOYANG","**","50","1","03","V0540100"
"201510","079","V0540100","1046918","30AAAAAA","02","501451432","99","01","99003577","99003577","A14658","1030200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1046994","30AAAAAA","02","1087003","06","01","99003576","99003576","70160","1030200","0","0","GAOYANG","**","200","2","03","V0540100"
"201510","079","V0540100","1047277","30AAAAAA","02","1087620","99","01","99003576","99003576","39","2010100","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1047339","30AAAAAA","02","1101536","99","01","99003576","99003576","38","1010200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1047745","30AAAAAA","02","1088561","02","01","99003576","99003576","A13755","1020300","0","0","38","1010200","610","3","01","V0540100"
"201510","079","V0540100","1047745","30AAAAAA","02","1088561","06","01","99003576","99003576","A13755","1020300","0","0","GAOYANG","**","50","1","03","V0540100"
"201510","079","V0540100","1047745","30AAAAAA","02","1088561","99","01","99003576","99003576","A13755","1020300","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1047929","30AAAAAA","02","1089024","02","01","99003577","99003577","38","1010200","0","0","45","1010300","30","1","01","V0540100"
"201510","079","V0540100","1047929","30AAAAAA","02","1089024","10","01","99003577","99003577","38","1010200","0","0","45","1010300","120","1","01","V0540100"
"201510","079","V0540100","1047929","30AAAAAA","02","1089024","10","01","99003577","99003577","38","1010200","0","0","45","1010300","240","1","08","V0540100"
"201510","079","V0540100","1047929","30AAAAAA","02","1089024","10","01","99003577","99003577","38","1010200","0","0","zwzx","**","20","1","06","V0540100"
"201510","079","V0540100","1047929","30AAAAAA","02","1089024","10","01","99003577","99003577","38","1010200","0","0","zwzx","**","-20","1","08","V0540100"
"201510","079","V0540100","1047929","30AAAAAA","02","1089024","99","01","99003577","99003577","38","1010200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1048245","30AAAAAA","02","1089799","99","01","99003577","99003577","38","1010200","0","0","3","2030300","20","1","01","V0540100"
"201510","079","V0540100","1048697","30AAAAAA","02","8136289","02","01","99003578","99003578","39","2010100","0","0","45","1010300","500","1","01","V0540100"
"201510","079","V0540100","1048697","30AAAAAA","02","8136289","99","01","99003578","99003578","39","2010100","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1048739","30AAAAAA","02","1090901","99","01","99003576","99003576","38","1010200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1049056","30AAAAAA","02","1091626","02","01","99003577","99003577","39","2010100","0","0","38","1010200","100","1","01","V0540100"
"201510","079","V0540100","1049056","30AAAAAA","02","1091626","10","01","99003577","99003577","39","2010100","0","0","3","2030300","10","1","06","V0540100"
"201510","079","V0540100","1049109","30AAAAAA","02","501545337","99","01","99003576","99003576","39","2010100","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1049211","30AAAAAA","02","1091999","99","01","99003576","99003576","36","1010200","0","0","zwzx","**","-73.61","1","01","V0540100"
"201510","079","V0540100","1049295","30AAAAAA","02","1092153","02","01","99005046","99005046","36","1010200","0","0","36","1010200","156","1","01","V0540100"
"201510","079","V0540100","1049480","30AAAAAA","02","1092544","02","01","99003576","99003576","38","1010200","0","0","36","1010200","420","3","01","V0540100"
"201510","079","V0540100","1049480","30AAAAAA","02","1092544","02","03","99003576","99003576","38","1010200","0","0","36","1010200","-200","1","01","V0540100"
"201510","079","V0540100","1049480","30AAAAAA","02","1092544","99","01","99003576","99003576","38","1010200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1049486","30AAAAAA","02","1092550","10","01","99005046","99005046","39","2010100","0","0","zwzx","**","14","1","06","V0540100"
"201510","079","V0540100","1049486","30AAAAAA","02","1092550","10","01","99005046","99005046","39","2010100","0","0","zwzx","**","-14","1","08","V0540100"
"201510","079","V0540100","1049486","30AAAAAA","02","1092550","99","01","99005046","99005046","39","2010100","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1049518","30AAAAAA","02","1092628","02","01","99003576","99003576","A13802","2030300","0","0","64","1010300","300","1","01","V0540100"
"201510","079","V0540100","1049518","30AAAAAA","02","1092628","99","01","99003576","99003576","A13802","2030300","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1049947","30AAAAAA","02","1093972","02","01","99003576","99003576","39","2010100","0","0","70740","2010100","80","1","01","V0540100"
"201510","079","V0540100","1049947","30AAAAAA","02","1093972","99","01","99003576","99003576","39","2010100","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1050117","30AAAAAA","02","1094441","06","01","99005046","99005046","39","2010100","0","0","GAOYANG","**","120","2","03","V0540100"
"201510","079","V0540100","1050196","30AAAAAA","02","1094658","02","01","99003576","99003576","A13755","1020300","0","0","A23553","1010400","200","1","01","V0540100"
"201510","079","V0540100","1050197","30AAAAAA","05","501765559","06","01","99003821","99003821","9","1010300","0","0","00","**","100","2","01","V0540100"
"201510","079","V0540100","1050316","30AAAAAA","02","1095097","02","01","99003577","99003577","A14658","1030200","0","0","70740","2010100","200","1","01","V0540100"
"201510","079","V0540100","1050316","30AAAAAA","02","1095097","06","01","99003577","99003577","A14658","1030200","0","0","GAOYANG","**","50","1","03","V0540100"
"201510","079","V0540100","1050316","30AAAAAA","02","1095097","99","01","99003577","99003577","A14658","1030200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1050916","30AAAAAA","02","1096595","02","01","99002139","99002139","38","1010200","0","0","36","1010200","670","2","01","V0540100"
"201510","079","V0540100","1050916","30AAAAAA","02","1096595","99","01","99002139","99002139","38","1010200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1051150","30AAAAAA","02","1097276","06","01","99003577","99003577","39","2010100","0","0","GAOYANG","**","100","2","03","V0540100"
"201510","079","V0540100","1051282","30AAAAAA","02","501387809","02","01","99003577","99003577","A13755","1020300","0","0","36","1010200","100","1","01","V0540100"
"201510","079","V0540100","1051282","30AAAAAA","02","501387809","02","01","99003577","99003577","A13755","1020300","0","0","A29576","2010100","100","1","01","V0540100"
"201510","079","V0540100","1051282","30AAAAAA","02","501387809","99","01","99003577","99003577","A13755","1020300","0","0","36","1010200","43","1","01","V0540100"
"201510","079","V0540100","1051282","30AAAAAA","02","501387809","99","01","99003577","99003577","A13755","1020300","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1035643","30AAAAAA","02","1066995","06","01","99003578","99003578","A13802","2030300","0","0","GAOYANG","**","900","7","03","V0540100"
"201510","079","V0540100","1035798","30AAAAAA","02","1067093","06","01","99003577","99003577","A13802","2030300","0","0","GAOYANG","**","100","1","03","V0540100"
"201510","079","V0540100","1035979","30AAAAAA","02","8043461","99","01","99002307","99002307","A13802","2030300","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1035985","30AAAAAA","02","501535394","99","01","99003579","99003579","38","1010200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1036001","30AAAAAA","02","1067378","02","01","99002138","99002138","70160","1030200","0","0","36","1010200","120","1","01","V0540100"
"201510","079","V0540100","1036001","30AAAAAA","02","1067378","07","01","99002138","99002138","70160","1030200","0","0","DZQD","2030300","70","1","01","V0540100"
"201510","079","V0540100","1036001","30AAAAAA","02","1067378","99","01","99002138","99002138","70160","1030200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1036018","30AAAAAA","02","1067408","02","01","99003578","99003578","38","1010200","0","0","38","1010200","200","1","01","V0540100"
"201510","079","V0540100","1036018","30AAAAAA","02","1067408","99","01","99003578","99003578","38","1010200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1036086","30AAAAAA","02","1067492","02","01","99003576","99003576","38","1010200","0","0","38","1010200","200","1","01","V0540100"
"201510","079","V0540100","1036086","30AAAAAA","02","1067492","06","01","99003576","99003576","38","1010200","0","0","GAOYANG","**","50","1","03","V0540100"
"201510","079","V0540100","1036191","30AAAAAA","02","1067655","99","01","99003576","99003576","36","1010200","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1036316","30AAAAAA","05","501081255","02","01","4338","010302","36","1010200","2","0","36","1010200","100","1","01","V0540100"
"201510","079","V0540100","1036316","30AAAAAA","05","501081255","07","01","4338","010302","36","1010200","2","0","DZQD","2030300","50","1","01","V0540100"
"201510","079","V0540100","1036533","30AAAAAA","02","1068186","99","01","99003576","99003576","9","1010300","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1036724","30AAAAAA","02","501391276","02","01","99002143","99002143","36","1010200","0","0","60051","1010300","400","1","01","V0540100"
"201510","079","V0540100","1036735","30AAAAAA","02","1160042","99","01","99002309","99002309","A13755","1020300","0","0","zwzx","**","0","2","01","V0540100"
"201510","079","V0540100","1036737","30AAAAAA","02","1068485","02","01","99003576","99003576","70160","1030200","0","0","60052","1010300","120","2","01","V0540100"
"201510","079","V0540100","1036737","30AAAAAA","02","1068485","99","01","99003576","99003576","70160","1030200","0","0","zwzx","**","0","2","01","V0540100"
